	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein92	1.42786965622758	1.63627227516873	1.78733768221662	1.6106618001001	1.26177858862307	1.67861243740839	1.56099685600774	1.23999059828607	1.24997213916671	1.18876048979586	1.23284798157496	1.52979448306114	1.26218982797996	1.70640598139521	1.11735224714948	1.50615235108743	1.26197979395262	1.22979520515009	1.01017647507031	1.80553753932328	1.16788722870554	1.00073151088452	1.21219622667577	1.08685659158346	1.22068988814511	1.24458317828175	1.17842696959438	1.13973952983241	1.21431978695297	1.25637518367948	1.87760837625549	1.1627613462665	1.46453461016739	1.22013463043755	1.25294269759523	1.60154629647096	1.38352143233777	1.44281618960956	1.56390207732858	1.34484311685253	1.25761001934559	1.24534999149075	1.67360565426065	1.74028438817936	1.39348544687296	1.68029699723205	1.29513023230398	1.09345483040647	1.33399566866777	1.22161419928641	1.39345321615519	1.47625224662733	1.10953461244585	1.37521432471868	0.957961685408563	1.27762109352645	1.48769858907472	1.26159639933784	1.89030616056176	2.02180681402619	1.22904381175986	1.53069001999497	1.47380837386839	1.43541721683503	1.29468614902618	1.21180626029901	1.42380398476173	1.26462316523285	1.22088469379127	1.44439061144114	1.28386034205285	1.04584289385858	1.20655448878587	1.0900514888103	1.51742060602578	1.51831481154449	1.10775129972165	1.75993381793743	1.54759178966587	1.13141200036529
protein93	1.46747168121378	1.15130202376493	1.20564398498036	1.09846467400441	1.46056599441472	1.11114319219396	1.38510823813863	1.46362852213368	1.37694745577535	1.04094174255121	1.24225390480291	1.3550507528222	1.14170378850272	1.31995032993369	1.14839943569669	1.12235670511819	1.37177268952654	1.36657717612423	1.06719387633144	1.04704118291895	1.34981257223508	1.08048829338494	1.02462640971867	1.29613909972113	0.9646061565806	1.5101887849769	1.05630147183822	1.45652945758531	1.03041676838696	1.15123708769244	1.23338278872625	1.2189169472153	1.48175040217493	1.33014634967461	1.10833661423394	1.32745237901204	1.22344149326917	1.478624164035	1.20695819865597	1.74018636432042	1.79740013479015	1.34525546630239	1.37570610147932	1.36986574321118	1.64193642385238	1.74882699936822	1.50479921743689	1.36646962396126	1.41748316323532	1.37522553757027	1.44036454967018	1.32011125068257	1.19841942800861	1.29712757378498	1.13478660149036	1.36657530164633	1.28969981024515	1.33427489882942	1.24440937298387	1.44016244628113	1.22600892382937	1.50589853602127	1.3746582915669	1.41940151009134	1.36113052362909	1.48163151316841	1.43532325704861	1.23669150226744	1.37254918780626	1.42914514212795	1.46876477734432	1.46392639116198	1.31656391427572	1.36551622727819	1.43847610137384	1.30054855418981	1.29805171664134	1.43946896971379	1.6438025850104	1.68058689395177
protein94	0.971429248229383	1.12348309744551	1.08654134683157	1.12372799545056	1.00165954144479	1.00426904508563	1.08616286650989	0.871906663118145	0.977548999119039	0.945374712130326	0.846408255034694	1.07919269170388	0.896240625180289	1.09624294099989	1.07886980207487	1.10219329867685	1.05615606812061	1.11018593555689	1.08642428794448	0.334376663229158	1.01677900956412	1.08309307195972	1.09818184919489	1.05374484223705	1.15688310286915	1.0557323253852	1.08096474918243	1.13726244647276	1.09243726231399	1.10003215046274	1.20349632071011	1.07110438733401	1.27472001389329	1.18062331876245	1.15146574666248	1.30430889096888	1.26423772616273	1.33215920968055	1.19174008637075	1.42091512486104	1.48090548464609	1.33942270858864	1.265683603903	1.39233122091321	1.24614803538356	1.31444076542643	1.2710547156491	1.30272535342341	1.36313754872809	1.38511344264593	1.44255294041977	1.49606306970403	1.42281863387571	1.39082527843696	1.25304615828487	1.41334531656625	1.38683414071446	1.53212955896652	1.57611817703286	1.63590087435928	1.39323135265179	1.65130675019213	1.38817665066812	1.37414770163069	1.40533991980861	1.63702455626576	1.49163096039622	1.53424078088315	1.41799454736947	1.44841503117897	1.3853541167455	1.49098644979972	1.58044556689972	1.30702184785478	1.53948924172159	1.52204144649055	1.46285155530416	1.58341005081293	1.51526096501097	1.45005837657867
protein95	1.22151132063721	1.46050536479326	1.42478599657006	1.26025290876591	1.2255462591458	1.41425558502901	1.17032972843841	1.90752814003089	1.14628802823612	1.55978968059183	1.87004313121795	1.52466532659217	1.82065628354792	1.4175441156441	1.68122696506053	1.4427767930006	1.31121376891411	1.87426725280192	1.58288189260355	1.91556768972265	1.39980152532293	1.3185313628574	1.54566495960559	1.50546488256331	1.228447246248	1.98992411735078	1.61265479246816	1.68750170016198	1.13347832467376	1.50994020213873	1.64356408603393	1.77369065092121	1.1153555326888	1.08166359466535	0.799536125281275	1.25912804189481	1.69298572250717	1.4510473521284	1.23567719998524	1.17316627038708	1.41486080323112	1.07677896017555	1.07939493247116	1.07509218212909	1.33169053238162	1.20883968001029	1.66642100835245	1.26328757479932	1.2568295295209	1.22918366746835	1.3689018294868	1.33787959597565	1.16923164861129	1.26625007082662	0.820326770302012	1.28252288331868	1.30830962350907	1.9820431499128	1.76841263770203	1.72704246668852	1.35079581410753	1.14986725969724	1.4144654118572	1.17787993684218	1.09633286012646	1.86245147117477	1.25932915744564	1.19641898560943	1.06978674281733	1.21929081154688	0.895129281539759	1.54957604782749	1.2933117339084	1.0010719047477	1.39777164533587	0.986150824222731	1.49475303835889	1.6007556949436	1.65807783362169	1.31898085704895
protein97	1.18586841438701	0.547942268336016	0.856996923516356	0.64882521597303	0.837983892184389	1.1163500300095	0.988138947354165	NA	1.45948159324158	0.802742252924676	1.10608712092764	0.65508893614093	0.344627905813432	0.648913868962425	0.415397883439367	0.726514636977706	1.31500003198209	1.36413957645241	1.0335245571689	0.365134109966127	1.02688109802478	0.987183496737044	1.1037882341222	1.81336569437737	1.02707918232616	1.70053697737936	1.07152155996661	1.07825530371972	1.09682218945889	0.981600668865381	0.709921420123101	0.953312055009416	1.06497594644608	1.09776235554466	0.989908587559868	0.870900879038787	0.811949689727893	0.909597444913531	1.15853860529718	1.61275546043215	1.99478607222369	0.77136001913194	1.0914769218389	0.865922930989963	1.08359414114726	1.00908638852385	0.908080635321768	0.843839915703669	1.10688120565905	1.22534564311538	0.987527342755858	0.865641799499702	0.878389584676803	1.48627387745042	1.14414173599794	0.841455536275921	0.85508962964388	0.642466853157757	0.676860441798673	0.718357179208686	0.9089844717758	0.811443969011053	1.11946957124672	0.880942996575972	0.941984453747744	0.69299829622076	0.66688340821594	0.594341092132495	0.677648553563793	0.906097636912449	1.08148438292757	1.06065802103046	0.59801733499516	1.10280213998423	0.724326489331194	0.694347454140741	1.1269432704327	0.864422821067024	0.47097468927365	1.30589470932171
protein98	1.410453145585	1.26586599990797	1.28841686432993	1.29101632983305	1.27193241289872	1.1153163907163	1.31483709216767	1.36954114990063	1.47594977565003	1.24361113631305	1.39124547917595	1.37661969018884	1.36730869841691	1.2983798774326	1.30214918764012	1.28612840637853	1.50240149387768	1.52545652468242	1.40605667979035	1.68686731530504	1.29488996830864	1.35626874567227	1.27725924770389	1.53537020339975	1.33614917902806	1.515768734049	1.28946290161516	1.39669879709324	1.27981052401792	1.35389967086165	1.32060822686749	1.38840525718805	1.43510449914198	1.27292430833702	1.27986326666349	1.21990903221908	1.31459848988037	1.36471032106309	1.19187335500623	1.47161227693623	1.58159178884693	1.32039196076473	1.21033384687879	1.30920837291861	1.52010212622389	1.17111444196616	1.23323738403418	1.19981797510604	1.42264546204085	1.51720362113285	1.36601605669402	1.36082636818727	1.29501351712615	1.51338944458147	1.35500213548431	1.36655942622147	1.29381013837568	1.28392221698709	1.3379512192466	1.3149121768568	1.31603814102596	1.38367427586631	1.3506497607264	1.32329134887817	1.41594624773649	1.26401273468719	1.24570764385949	1.22530037342944	1.25165512379495	1.29380530296724	1.35479143096179	1.40973554041749	1.22062703930897	1.38620342128465	1.17154608292672	1.30887709209101	1.39033287271758	1.24803675598375	1.223802733285	1.40722851891567
protein99	1.19491326377231	1.25478618128188	1.28722846841294	1.31386603947336	1.15764901867393	1.49237089867298	1.19725717709782	1.12398139557263	1.05560848152794	1.35285993117526	1.1880566868275	1.32372619272046	1.33228089907289	1.2078722001061	1.39455374040558	1.33748790495786	0.953336603606834	0.807909613178159	0.934742624821985	NA	0.963891126313385	1.06548918951629	0.958296616440392	0.962885061648997	0.959920707247771	0.931808697714624	0.891666839956578	0.900179604603494	0.954877951302028	0.929249669663831	0.908860100171237	0.888872074258038	1.35714172032801	1.36284786997177	1.31739819294123	1.35517741518409	1.46144724102777	1.34793320561876	1.39156176081382	1.41329970313305	1.33900612607104	1.33383116970106	1.3444798508755	1.41701724677356	1.33008884376369	1.3951557294104	1.43624432743086	1.41621298331767	1.30551930972571	1.20559729418882	1.32621128733956	1.32735827743585	1.32913591432325	1.30625700632187	1.24134373969994	1.40334136230464	1.33614508594569	1.46501024095664	1.48280649719163	1.49044960570269	1.36608928529086	1.43186656785781	1.33666687530745	1.34982907348441	1.24873447920214	1.15759250031698	1.22146274456048	1.37283983188669	1.26253039056715	1.25343213954125	1.16974620558313	1.25199537806294	1.33253986837927	1.25332487282238	1.26175936029685	1.25876240163237	1.25844973238649	1.25458335443317	1.2762853745469	1.25505813312487
protein100	1.21096478646945	1.20349349687505	1.2947968432709	1.32635581834706	1.11265686649021	1.41478832404767	1.24763975124575	1.12300959340818	1.40975525784318	1.13338768494447	1.28683584998527	1.21432008523259	1.0619818783609	1.19933420267651	1.26685939518528	1.26807000391882	1.39801600068309	1.55143685841062	1.25948250282499	1.42300235233015	1.40071250531606	1.34770371049417	1.28995215700427	1.56108745291297	1.30076557067594	1.60221283932771	1.36380890807242	1.45664458299519	1.32090545232726	1.35891044782774	1.49906407456222	1.39060091520577	1.24312609974292	1.22825960963554	1.22825439323497	1.28733474307825	1.29551050246177	1.22000820590382	1.21177537711785	1.46611266470548	1.58308457627112	1.26073450477015	1.30294549834862	1.55634350799769	1.34392760993612	1.36919572261462	1.21543002963255	1.28306438905141	1.37141020735719	1.46234674665249	1.40837238343427	1.35213176978058	1.25989113717501	1.51081346783316	1.30969495740442	1.30179370670464	1.40453255943457	1.48230110467468	1.49736639560727	1.61882777886657	1.34184235110725	1.50839390011494	1.44177535542588	1.41215183534914	1.27563687737588	1.15572240218539	1.24330122401453	1.34888789640965	1.19415246341431	1.24439907132871	1.36330414956881	1.37780724365374	1.30844407480839	1.30089832418254	1.3481542932036	1.31399138206528	1.34208668716463	1.33068920825018	1.27354512351224	1.33180491793213
protein102	1.070941585019	0.653944671235367	0.789885618373124	0.678297889486094	0.978905085933192	0.71499848128303	0.878720094524427	0.811214461299312	1.19479226242425	0.796492514854573	0.810803411709884	0.884707589339052	0.663837957153139	0.721624421898761	0.561155512735457	0.601418575950811	0.892615709931972	0.675744812558395	0.639291575896902	NA	0.674630303317877	0.82792107368947	0.57544142454198	1.08656138552604	0.702059463783018	1.00160074813044	0.593918269902503	0.843496844097591	0.672732849142094	0.445021220258742	0.530115406546181	0.663819972324376	1.37217212123311	1.30748243863	1.20398017364596	1.19877524833345	1.32863456086559	1.27438843035217	1.23301640005215	1.62488340206278	1.83551589158328	1.20794501668072	1.27247545336641	1.27005668820223	1.37673185985183	1.44502157557873	1.32938537825488	1.40771289152245	1.3747891398466	1.50814793725143	1.36893107114696	1.28546727584514	1.30883003951178	1.56874475891009	1.35830550565628	1.3434789976875	1.32909146110777	1.2801413469719	1.20690433833799	1.3428614962765	1.26299504285194	1.33660980029679	1.38188198858344	1.25899073118718	1.2317582842207	1.22049268932498	1.06414347452388	1.08195102056163	1.08312614143958	1.20214430792979	1.28982568495831	1.33153255492493	1.11967384203538	1.38042114330825	1.05819109398211	1.11474765460308	1.33727725655934	1.09080335189469	1.07316562072394	1.41274980273578
protein103	1.21427067796364	1.2558761531665	1.31229134506288	1.36588994102019	1.19527243111606	1.3054715961431	1.27942529532076	1.33725362419994	1.12903987102858	1.29700716272032	1.23063819812167	1.29677105607543	1.28539906959595	1.27471429507913	1.28520238827618	1.36693645101572	1.27031609336551	1.20167272637122	1.3158301339689	1.36410073240571	1.30778173288386	1.40966693101113	1.287372005947	1.33257991992356	1.35124292084235	1.23225091106569	1.2303894928079	1.11811235235062	1.30456826029222	1.20755709545043	1.1573324272767	1.17013311283157	1.27838783939245	1.27410615802096	1.2672019218809	1.27337330740889	1.33219161113358	1.20707760416392	1.103937325008	1.18403349668564	1.05558831335467	1.23143965545458	1.25840956422266	1.2278574063187	1.24451081272896	1.30610036009262	1.26549702916345	1.35279922605227	1.34427685132541	1.21688894004531	1.34628176491207	1.37264609921031	1.46093314600136	1.34827961672184	1.32390106362422	1.42530400412917	1.38114363101156	1.61224270380765	1.53775582741338	1.65374952812207	1.46673375945605	1.55115540889626	1.41164454379667	1.43692408975082	1.38540917932371	1.40994210282215	1.34070635703977	1.38415074495896	1.54147380783536	1.34200200079756	1.37981941805591	1.27675161183913	1.40123961953411	1.28746053063472	1.2538298145475	1.26333120739689	1.39979318349232	1.37390114409303	1.36529186793754	1.32466447073818
protein104	1.35222143572925	1.57190147466949	1.55622191503541	1.46635656872156	1.31723040282968	1.31803708189785	1.46481901366068	1.86313816033816	1.06553694049205	1.60001330701959	1.74014376977101	1.53550296048038	1.72732327145596	1.54664067472498	1.64786389450041	1.51283068258921	1.31766691945128	1.58486131450581	1.29632639132432	1.60161335640986	1.38344255864641	1.30201422220823	1.36056943570005	1.1479300109446	1.37995905340003	1.11992500661005	1.47698232072336	1.33252056281756	1.17290735622844	1.36513846688348	1.41901571594109	1.58664820229871	1.36205936609869	1.17782063803121	1.15008828654953	1.52592425854746	1.49876528918886	1.78477383577311	1.39557031979654	1.51687341318393	1.54882070539946	1.45627139161068	1.40190480159587	1.51570238223311	1.50055379664142	1.55412353673182	1.86018219641845	1.44268166574462	1.24931332779261	1.08761423865755	1.2754130071468	1.47759638591755	1.24545104864819	1.26562659513172	1.02159261218643	1.4482615849928	1.20658596639597	1.81952606033211	1.52016343115227	1.71817944516646	1.33639199462074	1.4398712505004	1.26621787715219	1.22544172628332	1.31321343725849	1.9366382453108	1.45883604988865	1.45605594061717	1.32523588829694	1.28721752891691	1.18642940337694	1.26630152094497	1.50174234194161	1.1384960079961	1.48315970107162	1.20015865723646	1.34061530340115	1.55149416850747	1.49491472838516	1.34915938427208
protein105	1.10998113375227	1.06720795750799	1.10350462017849	1.0535626460692	1.26324399972091	0.890901361570807	1.23809472389206	1.25258752146073	1.02068836087844	1.12128629093324	1.02667299622899	1.25763189361659	0.826857131298062	1.18820691006452	1.14652717309759	1.2406528185863	1.28412855037367	1.3060661003154	1.33690115073688	1.40403812323363	1.60043258661193	1.27162153103103	1.32233129333557	1.31988270230326	1.16356895591058	1.40149249991524	1.36498391932305	1.40526829551717	1.22565061478622	1.32605946033112	1.43160292406657	1.5966967823948	1.10610501138272	1.15472304117884	1.04229126963606	1.17725622797503	1.08240576463222	1.16343711746974	1.1325021745897	1.06580346909462	1.14027188144968	1.07010463729331	1.27973655257842	1.13913519387757	1.14232199664213	1.24781241675393	1.26759378270365	1.04553234082544	1.30546149794068	1.38945908644646	1.43204432817109	1.32629210123381	1.22201960239786	1.31568432153319	1.13544495458869	1.28537608583198	1.33952228826231	1.49711178352401	1.46916308676345	1.68377399577366	1.29513730247697	1.65745282590931	1.34599016561474	1.38284755597828	1.22453823260726	1.69483121080636	1.39036402934748	1.28308669820076	1.13941583950773	1.27259006374354	1.14794347142088	1.22589382916174	1.37019669840981	1.16490959709798	1.46574343510414	1.29528927033608	1.18222298831688	1.27067035492443	1.43582762040512	1.359495587686
protein106	1.07030534118515	1.14586939151836	1.38102890938041	1.44725118371799	1.06349960864366	1.34774643749639	1.29694152379606	1.28766019049241	1.019952532999	1.27075876618628	1.42667988214014	1.12135931631242	1.09462790581343	1.14314746575108	1.34063012943853	1.24522923049435	1.08366596876903	1.14646189306651	0.947157423517377	NA	1.20109494626313	1.17803436279128	1.01681336451497	1.32068154818552	0.931994473252849	1.32873082106899	1.0666608926915	0.810776662857839	1.17823771800118	1	1.02426945210425	1.00918604604963	1.31618827591106	1.33803053099887	1.29215589732603	1.52734144887369	1.47047347715802	1.71697162473005	1.41705914565548	1.50861378614467	1.20497355586459	1.29588908388293	1.481836816005	1.68392180080819	1.34204032758616	1.57851623478218	1.47443232730322	1.44825949520193	1.24225834892301	1.10699546593453	1.35680123816048	1.2537729981358	1.33831729652978	1.30657295648359	1.19369519245104	1.18468086154099	1.37073745601295	1.70615464085996	1.71218399340892	1.78121391851083	1.40421552957414	1.49939244748774	1.46758455527884	1.53564726215508	1.099151233041	1.25773887204142	1.18755483613668	1.20024465728015	1.42755474509627	1.18561324940575	1.17496190093614	1.03584149828621	1.26778551096076	0.902380723123253	1.25532299153445	1.16147146784007	1.21365428870156	1.2283855233936	1.20180605033402	1.12717409227421
