	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein225	0.884502882721662	1.01428448345571	1.00143977663254	0.984780427485597	1.023527990952	0.934661186683852	0.932646227939492	0.926541361243003	0.939917920669999	0.998840070373986	0.936330349241818	0.978984290676911	0.573195437306962	1.06709348226481	0.69198176245563	0.989081167201162	1.01272103931321	0.970718743962802	1.01755225252242	1	0.998815718004953	1.14502132664098	1.03488940219861	0.972467523579132	1.1414370957145	0.789066902478844	1.02543998050683	0.903674603963469	1.03078182729643	1.02067645349544	0.982812386985556	0.901953299726709	1.10120813126401	1.15766664905827	1.22592842392022	1.21263013669444	1.20156945319937	1.25286564329642	1.09296116358077	1.1227593313043	1.01765983338035	1.30190514908802	1.14532071187304	1.28241578903912	1.08696699834628	1.03806967338264	1.03957016286698	1.18196043518081	1.17645473455196	1.19637090375202	1.10670875371214	1.27935800062057	1.26918078029587	1.11408517761835	1.27960347956353	1.37355895079281	1.25077281188458	1.19377068649477	1.23079434560074	1.09844033487084	1.29133181656106	1.07147509179958	1.1389411473505	1.12321845308032	1.18880625408709	1.04762043187464	1.21111360205831	1.25344364607066	1.33074670618541	1.18738967928012	1.20314394607556	1.15305293718837	1.20456796927241	1.2574458305147	1.19765170288951	1.15090138816701	1.21416008414979	1.32202615402137	1.19155738746929	1.09677811282131
protein226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87416949943972	0.824257523973869	0.545707374290322	NA	0.536115771335105	0.735984865118229	0.662812485619541	0.678297319416351	0.769852450268673	0.729273362868424	0.587157521063375	0.746471822890501	0.733897314433657	0.584253592644974	0.825778520221557	0.534711630044654	1.15133205459206	1.13796272915705	1.12104612789661	1.16180954877947	1.13271462171625	1.22292670922631	1.17857470988613	1.24927917122469	1.27968820389816	1.23667072032691	1.18722950276614	1.16953094588124	1.192074316734	1.0938593599637	1.13611310722419	1.14693832628369	1.17373339823131	1.30188553147275	1.15277712594646	1.26134595930668	1.1204246527465	1.24515224113373	1.21984898863879	1.23873827066034	1.19269938286488	1.2214356112646	1.18284944279083	1.21997591863218	1.15847797619467	1.22313132108815	1.18639157402452	1.17753704280367	1.09529767503265	1.14810516470732	1.13971678199481	1.11282422103802	1.04713166005394	1.01488581162137	1.09180975466777	1.18837629119372	1.12233843975893	1.17340966877441	1.12999515114081	1.13993451074561	1.12541735365888	1.09949221240127	1.15658711420194	1.19599947539278
protein227	0.740781337958813	0.889712087045204	0.657015174177664	0.812515153613229	0.831903359599796	0.563365092033933	0.788966301055123	0.238295711132232	0.688501177932696	0.920982870773375	0.357274443976781	0.787962745508756	NA	0.841137357102913	0.689595617990621	0.890633395958828	1.04505349000379	1.02678365044645	0.956550910406984	NA	0.943349158791062	1.0052390488579	0.932613050182919	1.11681694937456	1.03998843717201	1.0402592788931	0.92693290054736	0.851265525798075	0.936145192601617	0.906322324802197	0.809352866738146	0.884370602222319	1.00368764358065	1.09716329304617	1.13349247523547	0.974769080129612	1.03508981371881	0.920696481761944	0.884000254514561	1.03164925874547	1.1458955531913	0.995533269207558	1.03947072813497	0.956935938789436	0.968563902505387	0.924424943382679	0.933682943007768	1.09930936502384	0.992520402589738	0.906072766594468	0.972602194361378	0.978967778818969	1.08334780172349	0.882725970280381	1.12259407064571	1.0144764135951	1.0287013194249	0.868328588552708	1	0.960646516169594	1.05697683100371	0.949418099369544	0.873705799360238	0.899084924755819	0.986839386397553	1.00838112302211	1.0269166211958	1.00754826698965	1.08207576542775	0.882529933232704	0.881886814511979	0.869992033106897	0.950281384623922	0.935940476843314	0.976700852396439	0.905834043548973	0.931940505267364	1.06010533198861	0.923795140713596	0.963999699152124
protein228	1.01126974293527	0.911250768208189	1.23582121304035	0.926932604989727	0.951333985113901	1.25845327389151	1.01230054639033	1.19428937617735	1.00177887564104	0.936386494007203	1.13806646852404	1.06666106607271	1.04248125036058	0.927007204730099	1.06477171426685	1.06750362911045	1.06403166519304	0.94854182559885	1.02613194378109	NA	1.36077497096878	0.885820624203848	1.11269089200008	1.25168420441168	0.950386382587032	1.24389463247621	1.20762882061614	1.16243830205084	1.00755267457047	1.02510908828616	1.02705829038426	1.34600645301568	1.17713611934768	1.35884940593929	1.06090137512313	1.26184496737185	1.31940272930415	0.983179830410034	1.2386344400012	1.45424479093882	1.5530573147507	1.04458174406583	1.56097176793981	1.09761042571039	1.10840970838402	1.57207263274185	1.56472066662884	1.31668758648761	0.979642465704137	1.10303691197299	1.15409293578494	0.894375478012656	0.79258650104448	1.01856300727289	0.898094743268788	0.89700664446956	1.45808474903418	0.983275154625388	1.49138455171962	1.59214011247087	0.926615707674542	1.13063506510857	1.0974678363245	0.998417405220491	1.12819337219212	1.45369299345464	1.18695333954749	1.23565366340776	1.26089753258109	1.14213384023668	1.0779524268819	1.13325736644679	1.13540192194527	1.07496678956483	1.33468634323235	1.14440775777315	1.03812019807806	1.24017211904455	1.3148737720746	1.36061131049958
protein229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949625499194585	0.833230777699174	0.859858806671615	NA	0.853242170326421	1.02137346366203	0.903297551784882	0.855546129233495	1.00574391940341	0.854233337978342	0.861269855267808	0.90540222013952	0.931315634968623	0.791328301836067	0.818453362084304	0.668808115034277	1.10486308274511	1.11391392684777	1.17136712783891	1.14198016746591	1.12956164333888	1.18415337942154	1.10237282196742	1.20417441690787	1.14248768786862	1.21138952895827	1.08937954179751	1.20884894255789	1.17294571090332	1.08605736266542	1.09791287007427	1.14312191645409	0.887351843996904	0.924098285077262	0.928244510209552	1.00721844506476	0.993814598177457	0.898407548128818	1.01803655942493	0.977517344289062	0.932369502134981	0.771885262818013	0.818713916556658	0.760592092503484	0.978274860094512	0.88865048903591	0.859371537530511	0.880253330408732	0.930571080344623	0.847948568617119	0.97764073429819	1.01224966175985	0.919826031034695	0.819040411783314	0.873760230941688	0.926578993699808	0.840620968375049	0.938719812116606	0.890770393601431	0.875512173187473	0.879734350601453	0.793843748216721	0.873105446860872	0.882183836488894
protein231	1.27180399929151	1.25485901449344	1.23981790608954	1.21593631569733	1.17709735852293	1.19614010491654	1.26404519153722	1.19036771121209	1.31463833356792	1.20795949140354	1.26497588899715	1.28757973581861	1.24887112971938	1.25407565475409	1.31531453024578	1.21164907670254	1.45090055543751	1.5550106382506	1.38807666376105	1.75321903950364	1.37909176703732	1.43287889433677	1.34173496899885	1.48250844803264	1.35852473522872	1.53174346553106	1.36962879805458	1.47724667486591	1.34254194847802	1.3828470569051	1.43082156645373	1.41232456017957	1.20483746905548	1.12546422139499	1.11228225399614	1.03063203894366	1.01664899829208	1.15950126256842	1.0822954304203	1.13621502506682	1.31173897554589	1.16445510851746	1.0606319762223	1.05043341031485	1.25503755449348	1.02989428331173	1.05820535721607	1.0713800254204	1.05847668212012	1.13734290918236	1.03624088727449	1.07445624415239	1.02506958548147	1.13826744592466	1.07625436838144	1.11781048028391	1.06940726186917	1.05875618354103	1.01483671403952	0.955509560553555	1.02854534548641	1.02138685394906	1.04743797490441	1.05449580458943	1.19712332487405	1.24737628625732	1.20072397699342	1.20338231835622	1.14502915565523	1.18883217445441	1.2516391778807	1.30222600512203	1.2789725106062	1.2672409455134	1.2247755273506	1.25885861844145	1.25786247430812	1.2711189207755	1.26680764018632	1.28852761505532
protein232	1.22937888271969	1.43367850274977	1.35058473028601	1.40239960502937	1.31442777269464	1.41726110551289	1.24849356611068	1.29400897595761	1.1558933697827	1.38127459890346	1.25415725431684	1.36618833956958	1.37615509810089	1.40614356170512	1.30563209307936	1.39431251509014	1.21730453973792	1.15924910537697	1.33083107306451	1.3155417174257	1.27499817980438	1.22337306985023	1.34463675533974	1.16353192240906	1.31261252436329	1.04450549941701	1.26522751561467	1.0766365267746	1.24532558477307	1.2857568351179	1.14192152964112	1.22528123740128	1.20034541977419	1.28154879916353	1.34851389698509	1.33099726797733	1.36770482953665	1.26566590828409	1.37242686871588	1.23293975485288	1.0678156462332	1.35989122256856	1.27238964667685	1.31121034032759	1.13818037851596	1.26557692025222	1.29481369898312	1.36934872548563	1.15424823267084	1.14465413240646	1.12207864584072	1.2533261752665	1.31140708512164	1.12063975456682	1.22174152136069	1.31861819306871	1.26288146495148	1.1878665332562	1.22173401987676	1.19809805711321	1.25387472121437	1.18015906085542	1.11900330826957	1.12099382123882	0.968932993509798	0.987795389651583	0.986403488567228	1.03381256086059	1.04518606899934	0.925119659343262	0.896522477330257	0.992377173924018	1.14193018894479	1.02207811436909	0.949579697264326	0.908193416924607	1.00525042898986	1.05045560982407	0.959695150188086	0.924513210042484
protein233	0.526669161865153	0.330557427460373	1.08477675455977	NA	0.527994028546486	NA	0.442150751943755	0.281183373264328	0.362820998026236	NA	NA	0.606917297953912	NA	0.259166830886272	NA	0.665183134712056	0.78913709372511	NA	0.273006223460521	0.624972176475905	0.747097202276568	0.44328696498491	0.573191843410321	1.04305048211989	0.589597281166969	1.19887581182401	0.568167238217498	0.853437392162662	0.811408240822682	NA	1.51071274506886	0.666325278386956	1.0627763522013	1.06919401914916	0.729684616230635	1.20016886800203	1.33695059938209	0.804053557732648	0.804704109756047	0.574429225885628	0.897876329839167	0.651360596572855	1.55598113336343	1.24212157624253	1.01609192599161	1.17483776536924	1.01380464826342	0.756782317584006	0.777939456947446	0.707232816863735	0.804540131545321	1.03253191379076	0.490373294137754	0.924410328091294	0.470316269420304	0.986187381507671	1.01127523071292	0.318558931882799	1.01874666653027	1.44042405451975	0.544880794687003	0.952741011173019	1.00573539721093	0.825868481266405	1.03231203106169	0.743059766952376	1.0851770737552	0.923595911853008	0.772066412601934	0.999515153233918	0.760971389670495	1.14915356778897	1.10280751136928	0.801049915763729	1.38839853072685	0.904246090300499	1.07115850719558	1.36131151297956	1.45751049374639	0.766192014796776
protein234	0.938773363017239	0.668058481742925	0.769915283894725	0.647251447025205	1.10818493829193	0.649337540537145	0.925265874625154	0.752142056029022	0.865989781226631	0.603804780873865	0.79142375101161	0.865925564870904	0.211999226638738	0.886313791991971	0.233522965952005	0.727392620138573	1.18773294547648	1.10183571650856	0.906459049387176	NA	1.35735680277136	1.00912744307874	0.859091594126017	1.02092829894805	0.868991559794748	1.12105468975056	0.92750875120861	1.34860195092227	0.92415381379545	1.01818061024563	1.20596757085018	1.25950183650746	1.20826643454841	1.0873021033392	0.965734103561983	1.15657100036104	0.925526476068214	1.24893663045642	0.987605214022732	1.12731501792975	1.47193726020917	1.1359607578223	1.11728934582665	1.14644799165731	1.30669210670146	1.34684271157107	1.08041962610263	0.999423460881592	1.16943778261798	1.23075944943502	1.14615567023356	1.18813251717731	1.03400289039785	1.15833193645448	1.02411700231549	1.17769343906751	1.05906964386249	1.17535598414517	0.969988641200043	1.21285734272289	1.01115467928565	1.36642305463628	1.17260134672159	1.23351268748747	1.22883140364307	1.58543044872187	1.40495637019487	1.1584253632591	1.05948471799444	1.26762912462517	1.23574339218747	1.30768530144726	1.31458105529596	1.23483103441095	1.31967001423253	1.22039257990004	1.19734868338389	1.21077152140635	1.48080469235287	1.48027395680433
protein235	1.16579154185088	1.21001923130343	1.21797386829605	1.0775891493105	1.37215001471618	1.30257143792595	1.31530800655975	1.25063108675962	1.18295761658503	1.21073982692855	1.20767299709343	1.22434216253681	0.97672264890213	1.27029030190469	1.44933127371321	1.25965234196942	1.11344340716691	1.28474970391749	1.23722306222667	0.926832893297099	1.61792681837172	1.20206124002492	1.29342676028077	1.22644378820594	1.19846002140438	1.17095442037753	1.22665332939956	1.4775969195125	1.23878173407823	1.33386058969086	1.44339516037628	1.49452253351883	1.04187620386554	1.11034067587528	1.03850986031094	1.22382460240605	0.974494478403657	1.10657764832767	1.21104077551918	0.902378719404955	1.03147116100057	1.10677139455666	1.06300980731444	1.01079578523406	1.03872410782714	0.902375342654875	0.949916299171986	0.895191790472996	0.956141799397568	1.05157989848391	0.891217406939684	1.00359947813968	0.63180043493913	0.801515078348589	0.852655355079795	0.978712045289398	1.0488116555507	0.900527872747094	0.961340655180297	0.872607675734545	0.956991065907477	0.54287191402028	0.798563833919334	0.846253088423023	1.14150141002261	1.52353124941639	1.3305200600064	1.26109157743782	1.12468432285456	1.19310191553388	1.14494314294877	1.22043351330184	1.23877271518978	1.17554910203933	1.39733981494333	1.24784577457458	1.20343001339882	1.16976373167703	1.33615852910646	1.3176019454325
protein237	1.09484995683187	1.06857196011043	1.16896571295146	1.09341463374802	1.07865292888318	1.21233690444781	1.11744956525942	0.911856272268865	1.04918356571509	1.1833737968138	0.903686514844971	1.01774257103703	0.96943606248725	1.02676599568648	1.17252257920781	1.23507142573524	0.484907403081735	0.402267685523191	0.592965338610738	NA	0.696256689189139	0.788930353381642	0.745292826178915	0.87515917139038	0.802381954072101	0.77596650841176	0.645847385266284	0.625032792737131	0.918193459175161	0.445021220258742	0.635900926265117	0.658740298970384	1.11898761649597	1.19448999212317	1.16528516866468	1.12655839649733	1.13316171067724	1.16991291579283	1.0794961342224	1.26121671255632	1.3689258836405	0.98913728114356	1.03731463301299	1.0597929309676	1.25690273433541	1.14721148324059	1.09854074783159	1.22951558230668	1.23857451972509	1.17588445684414	1.24704910009128	1.23107912622779	1.38301578417003	1.32636106254503	1.30286241842167	1.18443563018928	1.23910069273938	1.31931419131032	1.30109157777119	1.31173027754494	1.35945385713255	1.33930376081587	1.20834674998954	1.19514957965311	1.29255693076341	1.30959329039977	1.25032812086137	1.23027897843724	1.26826676660718	1.27075002932124	1.21679671504692	1.30142576968213	1.24230621848854	1.22559929669637	1.15923328692787	1.12627011831431	1.35059389594593	1.17851942803041	1.11895120653758	1.42847072056913
protein238	1.06774251873438	1.12321814959683	1.09949449223552	1.1220096086974	1.05306805017335	1.08528178476574	1.14480458766973	1.09453193125461	1.07658436657202	1.09988793769191	0.941765660391531	1.16102266546643	0.893222417105145	1.14784121504267	1.1660272242563	1.14714869056248	1.08261796967374	1.13651776365557	1.11810334201827	0.624972176475905	1.09725286777752	1.17526697449727	1.08898575151238	1.12249650706945	1.10357215970307	1.1850868017388	1.04369863602015	1.1490918610338	1.10136245114596	1.12837881978838	1.12195565520982	1.16810501269461	1.02222511682438	1.07175670738298	1.05641280812132	1.01938932887141	1.04589984148694	1.09902034255925	1.09275669258836	1.12844272952315	1.09920921233419	1.10747886647699	1.07166032634458	1.0755045525956	1.02396320831704	1.0826455907902	1.09665298226685	1.12302130945768	0.952788540007208	0.96353390157486	0.992926367296395	1.03758128486185	1.06409298481085	0.991406421894756	0.94337282128429	1.05094675048789	0.978601733051471	1.06881132357176	0.976109992737253	0.993214497338136	0.988932786435932	1.00463808373028	0.960561546099649	1.02029034083497	0.844364598157605	0.825683678531623	0.739791454596358	0.875892267241344	0.812349827036008	0.826619024194363	0.819998561527273	0.85554597542978	0.852959813735564	0.930966644332566	0.795918995578545	0.873056623285215	0.835714616992866	0.812470746641784	0.84450324975736	0.831436734389315
protein239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09805506081976	0.942353595531985	1.08156144970395	0.679191677866003	1.18798788655558	1.21609104974611	1.19726381555735	1.27264021168754	1.09372570901118	1.19804887320585	1.13927787391682	0.96721015525507	1.20231775189667	1.01515341427203	0.889838669406886	1.09911350094041	1.0257122127801	1.21227444748304	1.08425855164899	1.13830873520012	1.13538484267914	1.03013010966356	1.09398081429385	1.00952972777943	0.961403294277198	1.04050537134607	1.04301950974694	1.06585023939511	1.17394247752561	1.1356294103019	1.03017682587448	1.17430017883186	0.987041624673777	1.0154523902974	1.13665994800234	1.06659656844782	1.22461817783869	1.10327487280885	1.17135008784771	1.13757352564683	1.10537760116067	1.12766822446481	1.12983700883022	1.09600599948904	1.22710089466695	1.20354048096666	1.14331240739286	1.23756609951355	0.715948140126236	0.671938675835825	0.670409415832146	0.810976570097235	0.863811005825213	0.777585110369149	0.763230711444166	0.819293013262982	0.647881054896742	0.822853352762001	0.574081729956439	0.754221622506054	0.926176041019518	0.654879882020554	0.725396251494959	0.818206046280955
protein240	0.788386683121819	0.702086996509917	0.633055562615598	0.756732383965211	0.803561165713516	0.623510042406201	0.813797968494229	0.570079853360934	0.805365214167822	0.736464718020382	0.523397600055205	0.796074566406066	0.330482023721841	0.825253117711238	0.682312863534097	0.77814908663685	1.02301462766103	0.924679020317627	1.00360788788741	0.473820503135338	0.955028006063457	1.08346256802886	0.964200697409387	1.01308843118765	1.00882028811524	1.00250797950526	0.921688861226457	0.993814550347218	0.933140942635664	1.02462031280106	0.963875586416302	1.03339423239499	1.08984790679101	1.09120558005774	1.10009554578889	1.10882513338437	1.08514503580148	1.13680362436652	1.08293663594058	1.06157240134215	1.07788148938124	1.16445510851746	1.11301256993717	1.21349109537386	1.13346917345945	1.10037719062632	1.02777969964416	1.12014582954022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15308541379281	1.04667237545601	1.09284751050607	1.1207595573874	1.13601007938276	1.14753510119186	1.21936369255255	1.1815042279719	1.22248186025363	1.22982813068554	1.09533410568257	1.19720178840191	1.13545949070701	1.16990314301203	1.13422546984726	1.11780320292005
protein241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.528325189391361	NA	1.02800017438364	NA	1.0178817028299	0.448363699508405	1.05233183899062	0.352684956862156	0.530353420571586	0.543561728099765	0.966284133996518	0.591832899108928	0.872628788556749	0.773850870857109	0.735553169637084	1.1831583750949	0.89465236772595	0.829404764809282	0.813364312744038	0.993484404642296	1.01880861138042	0.872802556746374	1.45165480376555	1.04625225415766	0.985645070875823	0.819851708853915	1	0.883771000330879	0.90385095978914	1.01425308461277	1.44837294520465	0.949277636147428	1.00396469485113	0.925168185640418	1.0392496741631	0.823033357466937	0.871613447486919	0.930973006546746	0.931220499509251	0.797105635987397	0.900454534638303	1.45808598221082	0.907654787399415	1.19983819467239	1.09118612309995	1.09541055784627	1.06233125180013	0.878170860300021	1.01976183801077	1.53218442867503	1.27821574153675	0.99328700400481	1.35712519483329	1.13526067865447	1.09528027881579	1.31766321220008	1.71538274467672	0.979173566830063	1.19433866726245	1.39551212845155	1.21205679640981	1.05852498744109	1.01212531089992	1.15219371413272
protein242	0.827156533820833	0.812362738237533	0.770860223728138	0.762644053666723	0.8462437704435	0.923576527108228	0.851975079288952	0.954038818046806	0.912791176299803	0.83105644472555	0.957546907090034	0.903114031525097	1.04047192059422	0.873872409162745	0.955457602472442	0.814221363689996	0.900620045192915	0.939213144218053	0.830440928703297	NA	0.899782798894604	1.01225632665084	0.863213765999649	0.856301149837322	0.860843286693005	0.812405001614532	0.887643622085139	0.961898841061928	0.895102695615834	0.830457471573324	0.847802197677578	0.884370602222319	1.16213834353009	1.18794108810727	1.13122112467078	1.20533599380252	1.235147409447	1.19774194236678	1.07797466084711	1.38157393853247	1.18141730143075	1.24939959346259	1.13316279027253	1.20711753063311	1.18833945768344	1.18729457845352	1.16786029949812	1.23962669280606	1.3277853306744	1.22476758382968	1.3613989542368	1.40977583815698	1.33559912828326	1.26364794138859	1.19501495500946	1.37302238586999	1.28371584387251	1.38587764325652	1.38814751215141	1.32883124600823	1.25226302132805	1.37081159046435	1.30353892205134	1.41547002144043	1.14673613380294	1.00727905701337	1.16970103791932	1.1451841494108	1.10686882746366	1.136693999641	1.21959543549716	1.27930335542493	1.73558390185643	1.1580764779441	1.08932851240105	1.22338142945901	1.12497936591969	1.17281136721005	1.15367256974981	1.14432048722397
protein243	1.24235262020971	1.21294664050167	1.70450223398878	0.908133244525113	1.29429010669127	1.25501873577045	1.26331662385765	0.88442176732146	0.956405267911432	0.769632252563062	0.821380123214761	1.41757153452824	0.780253850240341	1.08643452882423	0.837096487818722	1.46844280365169	0.946991703625421	0.895243037357765	0.909431993019739	NA	1.14292252601865	0.695126919132718	0.82886980317419	1.24214792741237	0.712764176717089	1.74912996276697	1.06136842393162	1.72688918284142	0.988425876471629	0.992907408797509	1.14920160274577	0.57217877500983	1.33752391002255	1.29808547343278	0.908082013499932	1.38012626836981	1.82432462024866	1.00832472016881	1.15930681617984	1.04550192109953	1.27167422246528	0.830222740773743	1.50944078756055	1.09987099576461	1.05333011915174	1.190420833468	1.36275064721549	1.2168275150744	1.01749691407374	0.961891728858431	1.06877637478505	0.829004210036265	0.643914664927797	1.0252140868745	0.669353642213317	0.90362861924068	1.30469833772107	0.912525771625935	1.62448151817686	1.42403773277576	0.882556480314438	0.979687226475346	1.2761057317974	1.16444643723296	0.849785085200652	0.824574592973141	0.801026539208535	1.00520754063862	0.807610596080517	1.05090139110947	0.964730554759158	1.43649716454694	0.805102764531862	0.775511609909751	1.33212191900209	0.851948601887589	1.19301014187302	1.54929391568672	1.58909265175696	0.836035976305528
protein244	0.81581224973751	0.725961913514846	0.735334460966906	0.734804784991644	0.82620693349137	0.601630797768203	0.79924078906077	0.705705403418576	0.805365214167822	0.718379977703382	0.732131830194384	0.692589447805525	0.330482023721841	0.712710654481009	0.708139253092028	0.759201353231698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09093925471273	1.02530263362514	1.09495558320237	1.01030791652496	0.972766792064953	0.976259620371605	0.960982836524805	1.03085970602946	1.11339139263678	1.15591907147272	0.976424144037247	1.07218709972554	1.14177976791672	1.02360136589217	0.991933056031139	1.0402824774648	1.11634440404135	1.13819867689281	1.10814452202527	1.1242265482612	1.11075984592143	1.14454371200807	1.08136534071694	1.11884834464337	1.11979103427225	1.08013998437238	1.20265583848911	1.33555817599964	1.05463819193339	1.16341029063663	1.1266509449063	1.07680186512088	0.96101568351336	0.944540996865179	0.956255856103118	0.929543027479921	0.949441136993322	0.869689279994228	0.881637773453647	0.979028534832248	0.873646752867946	0.993592882430368	0.881204500415415	0.898590552068036	0.969582045258986	0.875759428289011	0.911918840156552	0.951432080747775
protein247	0.673480087245873	0.729965197497071	0.702534295555457	0.642466835697368	0.685117082762576	0.617431561483114	0.6239801619071	0.306891519756094	0.734998136542697	0.619590048280735	0.510122074608527	0.624094233286497	0.344627905813432	0.76005306868612	0.456790630106599	0.729138344211424	0.98525709816482	0.841954741858436	0.856247288998375	0.744276773786069	1.02332127055978	0.999268489115475	0.903297551784882	0.903484025529761	1.06132109492412	0.79328543248206	0.880092905375087	0.980590889981787	1.02485617461909	1.2149211350708	1.09535010781095	0.859456485175392	1.20476690748728	1.17072874152198	1.232448797413	1.22513838369163	1.28165173310079	1.17739092336022	1.1994743559462	1.43748893020991	1.21229093089432	1.2607139132657	1.25239970265322	1.23553271607734	1.12472268648694	1.15126591370788	1.12773776293789	1.23046302955447	1.10789462370523	1.06872693749403	1.09055961783361	1.11579336564786	1.11103108320849	1.08615668109538	1.12976251373611	1.09771839576789	1.10037197428588	1.06185776622557	1.21076807233711	1.32310911645715	1.06589125547348	1.18316559740855	1.10321498687281	1.16590096751601	1.19716153648478	1.16972891142245	1.31532015634634	1.22141923347623	1.43008783112105	1.15959873782173	1.17634549943492	1.09988480377253	1.11326982546861	1.1771606669369	1.24380025917077	1.20382781065536	1.13712269991263	1.24373452930788	1.14918191523802	1.18464527329923
protein248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801557621638888	0.891591339069018	1.13612131358289	NA	1.10760735324005	0.953082079828394	1.075776831453	0.707588971809883	0.927469413032305	0.741146189773023	1.12027783783881	0.88137536093906	0.99643681392011	1.0528621684002	1.1225736365134	1.28916629098888	0.697958561757584	0.820230955542793	0.683895466733532	0.782085139150768	0.7814510039337	0.799171665128878	0.611675058296315	0.554350954859537	0.64246351503962	0.781744797303261	0.572051778633821	0.573239670434921	0.535960703958575	0.657791895578054	0.53768258691367	0.752572297317479	0.611703732341682	0.678234019239826	0.700993273809038	0.622444547752917	0.52013284666527	0.634504614791964	0.667717404265516	0.679832327631605	0.71193116785645	0.773223611906346	0.761947769864857	0.580967727646302	0.742462540154851	0.695767624429158	0.610729779107982	0.679247868609443	0.9278024776839	1.08707052441958	0.967433075075736	1.2167786108032	0.936220024615701	0.982737291250353	0.839357185941416	0.887075503399182	1.24309674883735	0.907500169929783	1.12717698178099	1.18098167988403	0.917081319372685	1.00662921458031	1.17484466117306	1.13858537058346
protein250	0.544272423153851	0.733896862526462	0.721825362937531	0.689137261932429	0.629931671035017	0.753415362533486	0.588915969615523	0.281183373264328	0.189121950358577	0.7886145788272	NA	0.660826281411104	NA	0.66185132398184	0.408952305724093	0.638182622556665	0.412919218770929	NA	0.367975068705125	NA	0.400254554104548	0.53545019056699	0.534023087878342	0.369640576879915	0.587447921581857	0.305872841413175	0.416122139806346	0.515782057182715	0.563941432203219	0.30046251964914	0.435444056785515	0.362191571076292	0.591056074447859	0.677674301337815	0.67298420541717	0.725765390419788	0.577782140655855	0.708126673294739	0.534552835131059	0.251261481020281	NA	0.736875530657568	0.579346656152089	0.497608485488683	0.456637117226913	0.529973863182303	NA	0.594968717860956	0.98431701782225	0.927757531617412	0.975905425988678	1.01179549894666	0.883213997942896	0.926865110129145	0.913468924440581	0.970189084201593	0.985530968261302	0.994924003104277	1.14203869618617	1.02776553461137	1.06087207284061	0.963730871730975	1.00676266751614	1.01722164072373	1.12797453274265	1.2345116665901	1.22844080096999	1.30154305644294	1.09390256238678	1.11467604549898	1.01759153382084	1.03210499877425	1.17811881153874	1.03750782939209	1.30689050659048	1.22851050512562	1.08322339693002	1.19345822738763	1.15343444943333	1.09487588354465
protein251	0.646690061584249	0.890095302859578	0.726413908123957	0.789316648118816	0.888342889791792	0.373265110606988	0.714440874751393	0.281183373264328	0.689234391853239	0.850762418601585	0.425476654046698	0.819578174606693	0.344627905813432	0.89450642331371	0.572297519898782	0.833044867461048	0.879302330856903	1.05855509137703	1.05866627517268	0.85563081165885	1.04294672810523	1.1178979277108	0.935661345516617	0.882721583860317	1.06213719028135	0.737250911411029	1.25900281336928	1.15779136134504	0.939543114205046	0.989006095447156	0.778863443657616	0.836157603325324	0.942168997754983	0.976524328645947	1.10469835909553	1.06507614702174	0.974494478403657	0.958863231213235	0.87889730022148	0.846567133686191	0.716892164040764	1.16103131352496	0.945851482306282	1.00110053229001	0.981349683030322	0.984978301311074	0.905635906015686	1.0436372200087	0.94450322758463	0.9886592590511	0.971817294409674	1.04925643744384	1.02643059352937	0.952978892103814	1.01459817381916	1.12457033693319	1.00563767338597	0.991483754913142	0.926447664580375	1.05413634460015	1.06357071280546	1.04184710085748	0.974292900632353	0.986368642104111	1.08207340688613	1.03847185448545	1.08639414263545	1.13756043343633	1.16741039528219	1.09488683228736	1.09995640000051	1.10672907317964	1.12813243945177	1.14783181441163	1.09327462956689	1.09185618209357	1.13577233139486	1.29509475525704	1.14926296458908	1.05973385750459
